uid,latitude,longitude,date,split,season,region,severity,density
tfnd,39.07775,-96.9059,19/06/2017,train,6,1,1,1323
tfpp,35.51,-79.09451216,11/04/2018,train,4,4,1,6743
tfqp,35.90042548,-79.08126076,21/06/2017,train,6,4,1,1056
tfra,35.86598364,-78.80560566,12/11/2015,train,11,4,2,43629
tfrt,35.68316662,-79.20598559,12/11/2015,train,11,4,1,2324
tfsd,41.702596,-85.022696,02/08/2016,train,8,1,2,23217
tfsy,35.69434479,-79.18522335,10/08/2016,train,8,4,1,83
tftg,37.3992,-121.032,02/03/2018,train,3,3,4,5155000
tftt,35.65,-78.68381034,18/05/2021,train,5,4,1,4175
tfua,35.87893427,-78.90925595,10/06/2015,train,6,4,2,50685
tfvi,38.38889,-97.09306,17/06/2013,train,6,1,2,50400
tfvq,35.64372366,-79.27924662,05/12/2019,train,12,4,1,3757
tfyz,37.83479568,-95.80003497,08/07/2019,train,7,1,1,14805
tfze,40.70249154,-85.935575,27/08/2018,train,8,1,2,61537
tfzp,35.72380724,-79.13050003,19/06/2013,train,6,4,1,10493
tfzr,35.66642598,-79.23707951,18/04/2017,train,4,4,3,104564
tgbf,37.8717,-121.526,17/10/2017,train,10,3,4,2002512.5
tgca,35.74755,-79.0802752,17/09/2015,train,9,4,1,1878
tgch,35.90166774,-79.09120323,06/12/2017,train,12,4,2,30498
tgcn,37.4972,-121.083,10/02/2014,train,2,3,4,6590000
tgdt,35.34,-79.04591864,10/06/2021,train,6,4,1,182
tggj,35.79,-79.03776205,09/09/2021,train,9,4,1,968
tghk,38.04947082,-99.82700111,20/08/2018,train,8,1,3,242550
tgiq,42.056766,-78.879216,25/09/2018,train,9,2,2,43668.25397
tgky,35.67236106,-79.22605575,02/12/2021,train,12,4,2,49975
tgmp,37.4419,-121.003,09/06/2020,train,6,3,3,683630
tgmt,40.64914,-75.67158,31/07/2020,train,7,2,1,0
tgmv,35.68117052,-79.20969313,24/01/2017,train,1,4,1,11960
tgnv,37.5582,-121.164,12/08/2014,train,8,3,4,6835000
tgoi,37.74668,-97.77936,20/06/2016,train,6,1,1,11970
tgos,35.71475825,-79.14730756,31/08/2016,train,8,4,1,968
tgpk,39.09447,-96.90462,03/10/2016,train,10,1,3,101115
tgqg,40.40583,-76.07944,09/06/2020,train,6,2,1,0
tgqm,35.878,-79.12298608,01/09/2015,train,9,4,2,89719
tgse,42.61886,-83.50544,02/06/2017,train,6,1,2,52081
tguu,37.8717,-121.526,09/02/2015,train,2,3,4,1058127.5
tgwe,35.71813831,-79.14102945,01/05/2018,train,5,4,2,55724
tgxb,38.8121,-121.774,21/03/2017,train,3,3,4,6627500
tgye,35.6711634,-79.22828027,06/05/2015,train,5,4,1,2259
tgyf,43.516667,-79.08,13/08/2016,train,8,2,1,5352.042063
thbn,35.64734325,-79.27252361,21/02/2018,train,2,4,2,88532
thbs,37.5582,-121.164,12/03/2019,train,3,3,4,6335000
thbv,38.2536,-121.48,12/02/2020,train,2,3,4,1669660
thca,39.006878,-80.472104,24/09/2020,train,9,4,1,1503.333333
thda,36.1606,-79.09797253,01/06/2015,train,6,4,1,203
thdg,35.63531342,-79.29486773,08/10/2014,train,10,4,3,151280
thed,39.40763,-99.44667,06/07/2015,train,7,1,2,64260
thei,39.09447,-96.90462,17/08/2015,train,8,1,2,74655
thej,35.66269993,-79.24400025,11/06/2019,train,6,4,2,47718
thfy,35.79,-79.0276281,07/11/2018,train,11,4,1,6989
thgk,37.2953,-120.85,18/03/2015,train,3,3,4,1916053.5
thgu,37.2764,-120.954,13/09/2016,train,9,3,4,6947500
thja,44.453333,-82.341667,01/04/2017,train,4,1,1,138.2057804
thjj,35.8923818,-79.01688324,17/06/2021,train,6,4,1,14160
thkr,37.2141,-120.561,10/12/2013,train,12,3,4,3471194
thnb,37.8717,-121.526,18/02/2016,train,2,3,3,452418.5
thns,37.2486,-120.851,11/08/2015,train,8,3,4,5390000
thnt,35.72473876,-79.12876985,29/07/2016,train,7,4,2,42531
thpu,35.70618832,-79.16322527,08/06/2016,train,6,4,1,7261
thqo,39.09447,-96.90462,08/09/2014,train,9,1,2,99225
thqx,35.98,-78.82126505,01/06/2020,train,6,4,2,25415
thrb,35.69801761,-79.17840147,22/09/2014,train,9,4,1,10166
thsk,43.89,-82.056667,03/04/2018,train,4,1,1,557.486507
thsm,35.49,-79.06252843,11/05/2021,train,5,4,1,18763
thvl,35.67166908,-79.22734103,11/02/2015,train,2,4,3,184835
thvt,37.868,-122.096,26/02/2014,train,2,3,4,7012500
thwp,40.72010333,-85.1058325,16/07/2019,train,7,1,3,188976
thwq,35.87228814,-78.85606371,11/06/2019,train,6,4,1,3921
thxi,35.72417985,-79.12980796,07/06/2018,train,6,4,3,119743
thyn,39.1873,-121.908,15/07/2020,train,7,3,4,2377010
thyu,37.711671,-97.417576,29/09/2014,train,9,1,3,154980
thzo,35.69642073,-79.18136751,06/08/2015,train,8,4,3,956567
tiai,37.7705,-121.292,20/10/2020,train,10,3,3,862737.5
ticm,35.85896483,-78.74943068,18/05/2020,train,5,4,2,33270
ticv,35.87971068,-78.91547,06/08/2015,train,8,4,3,702419
ticw,35.69873621,-79.17706676,23/06/2014,train,6,4,1,1452
tidy,35.49,-79.06336881,30/08/2021,train,8,4,3,229750
tiek,35.89089108,-79.00495227,13/08/2020,train,8,4,2,60270
tiht,42.027378,-78.967089,21/07/2015,train,7,2,2,37762.30159
tiim,36.06,-78.76,26/02/2020,train,2,4,1,6753
tiip,40.33789,-76.85813,19/05/2021,train,5,2,1,0
tijf,39.150576,-96.930349,19/06/2017,train,6,1,3,181440
tilt,35.66067721,-79.24775723,10/06/2020,train,6,4,3,168174
tior,46.039,-110.6921,19/07/2017,train,7,3,2,86769
tiou,35.62476,-78.7069266,25/05/2016,train,5,4,2,29806
tipv,37.8208,-121.5,15/01/2013,train,1,3,3,182129
tirj,37.66,-120.875,07/01/2016,train,1,3,4,2946897.5
tiwi,35.8564803,-78.72954573,29/08/2019,train,8,4,1,2087
tixa,35.6496055,-79.26832173,20/09/2016,train,9,4,2,33918
tixu,37.1145,-120.89,11/06/2013,train,6,3,4,4902500
tiyi,38.5901,-121.731,15/05/2018,train,5,3,5,10260000
tiyz,41.1959,-78.50837,01/08/2018,train,8,2,1,0
tjdc,37.6003,-121.224,08/03/2016,train,3,3,4,2825000
tjej,35.98,-78.80635134,29/05/2019,train,5,4,1,19276
tjgn,43.133333,-87,03/08/2017,train,8,1,1,3012.469163
tjhi,35.69072519,-79.19194636,26/03/2019,train,3,4,1,1203
tjhn,37.3772,-121.058,12/03/2013,train,3,3,4,5380000
tjhp,37.515,-121.012,10/02/2014,train,2,3,4,6047085.5
tjhw,35.89495951,-79.03751387,20/05/2015,train,5,4,1,7129
tjid,35.71326783,-79.15007585,05/10/2016,train,10,4,1,138
tjlb,39.21067,-96.97298,10/08/2015,train,8,1,1,4725
tjlx,35.63470128,-79.29600471,20/05/2015,train,5,4,1,835
tjna,41.992305,-78.929219,10/11/2015,train,11,2,1,917.2881356
tjnk,35.478,-79.0567941,18/05/2016,train,5,4,1,17827
tjph,37.515,-121.012,14/05/2019,train,5,3,4,1448907.5
tjqk,35.70826427,-79.15936943,13/09/2021,train,9,4,1,762
tjre,35.68822341,-79.19659315,24/09/2020,train,9,4,1,447
tjrm,38.2399,-121.565,23/01/2018,train,1,3,4,6202500
tjup,35.69367942,-79.1864592,24/01/2017,train,1,4,1,1503
tjuv,35.66078367,-79.24755949,18/05/2020,train,5,4,1,8810
tjwc,35.573,-78.93460926,22/07/2013,train,7,4,1,6455
tjxr,35.6735321,-79.22388066,24/05/2021,train,5,4,1,1380
tjyn,35.87349935,-78.86575763,09/01/2020,train,1,4,1,508
tjza,38.814,-86.08063972,15/06/2020,train,6,1,1,5231
tkbf,37.2953,-120.85,09/06/2020,train,6,3,4,3740000
tkbi,35.976,-78.76732713,14/12/2016,train,12,4,2,30889
tkcu,37.3992,-121.032,17/01/2019,train,1,3,4,5602500
tkcw,43.63194,-124.1792,20/07/2017,train,7,3,2,25232
tkcy,39.81892,-77.17978,10/09/2020,train,9,2,3,131733
tkdo,35.978104,-105.91934,11/04/2018,train,4,3,1,689.2196217
tkej,43.516667,-79.08,09/04/2017,train,4,2,1,307.9454201
tkes,35.98,-78.80187723,26/02/2019,train,2,4,1,4321
tkor,37.3132,-122.064,01/02/2016,train,2,3,4,2633459.995
tkoz,37.3725,-120.923,09/06/2015,train,6,3,3,693399.5
tksk,35.6867596,-79.19931201,09/09/2021,train,9,4,3,185892
tkvc,35.72367417,-79.1307472,29/07/2013,train,7,4,1,1126
tkya,37.6106,-121.229,14/04/2015,train,4,3,4,5690000
tlao,37.2764,-120.954,12/11/2013,train,11,3,4,6652500
tlbe,35.79,-79.02609565,09/05/2018,train,5,4,1,145
tlbp,37.3079,-120.782,13/07/2021,train,7,3,4,3106466
tldi,35.79,-79.03390621,13/08/2020,train,8,4,2,44779
tldn,35.976,-78.74545369,16/07/2015,train,7,4,2,25453
tldo,35.64505439,-79.27677492,11/06/2019,train,6,4,2,22972
tlea,37.2486,-120.851,08/08/2017,train,8,3,4,6052500
tlfq,39.21067,-96.97298,13/07/2015,train,7,1,5,76608000
tlgw,35.86231895,-78.77627536,10/06/2014,train,6,4,1,3873
tlhi,38.2408,-121.152,17/03/2015,train,3,3,4,2803611.5
tljj,35.8681576,-78.82300499,21/11/2016,train,11,4,1,1380
tlka,35.62714271,-79.31004393,09/09/2015,train,9,4,3,142323
tlkv,36.23742,-106.42957,20/08/2014,train,8,3,1,173.3736417
tloi,36.03,-78.69275857,10/03/2021,train,3,4,1,1961
tlqc,42.027378,-78.967089,18/08/2014,train,8,2,2,25680.72816
tlqd,35.64417611,-79.27840624,04/09/2019,train,9,4,1,14634
tlvc,35.91284814,-79.1806855,19/03/2014,train,3,4,2,45214
tlvf,37.1366,-120.762,08/03/2016,train,3,3,4,3552500
tlxv,35.66171518,-79.2458293,14/11/2019,train,11,4,1,3022
tmas,37.8819,-121.652,15/04/2014,train,4,3,4,4229958.5
tmav,35.68963399,-79.19397315,17/10/2019,train,10,4,1,6846
tmcq,35.72308865,-79.13183475,05/07/2018,train,7,4,1,8472
tmcz,38.42877,-82.25327,24/08/2017,train,8,4,2,73570
tmdl,35.68617408,-79.20039956,12/11/2015,train,11,4,1,18257
tmdq,48.15853,-100.1792,21/09/2017,train,9,1,3,206256
tmfh,36.12,-78.91149301,21/05/2018,train,5,4,1,6512
tmgu,36.07,-79.04695675,22/07/2020,train,7,4,1,871
tmgy,39.21067,-96.97298,04/08/2014,train,8,1,2,71820
tmhd,35.8693067,-78.83220177,20/07/2017,train,7,4,1,4149
tmif,41.55087787,-86.36162603,16/07/2018,train,7,1,3,407655
tmil,37.2764,-120.954,10/02/2014,train,2,3,4,7102500
tmiy,38.1602,-121.206,17/03/2020,train,3,3,4,1702914.5
tmjc,35.51,-79.09683555,11/04/2018,train,4,4,2,58854
tmjp,35.6292985,-79.30603979,25/11/2014,train,11,4,1,894
tmjq,38.1156,-121.494,21/10/2014,train,10,3,4,5412068
tmlc,35.67299981,-79.22486933,12/07/2021,train,7,4,2,46957
tmmw,35.89477317,-79.0360225,06/05/2015,train,5,4,2,27230
tmra,36.00756,-78.96791655,09/07/2013,train,7,4,1,17580
tmrp,35.70208966,-79.17083809,09/08/2018,train,8,4,1,617
tmsd,37.2639,-120.906,26/02/2020,train,2,3,4,8487500
tmsl,38.785,-121.653,19/11/2013,train,11,3,4,6727500
tmsp,35.907289,-79.13619293,15/07/2020,train,7,4,3,718878
tmsu,35.89738192,-79.0569017,06/04/2016,train,4,4,2,21784
tmsw,35.976,-78.75415335,09/02/2016,train,2,4,1,726
tmte,36.055,-78.763,05/06/2014,train,6,4,3,109067
tmtu,35.66706474,-79.23589309,24/01/2017,train,1,4,2,21784
tmvg,35.794,-79.0127485,22/04/2015,train,4,4,1,145
tmwn,36.055,-78.763,13/08/2015,train,8,4,3,303526
tmxq,35.976,-78.74769074,13/08/2015,train,8,4,3,172821
tmxr,38.0739,-121.212,17/10/2016,train,10,3,4,3829409
tmxv,35.66009169,-79.24884477,24/09/2020,train,9,4,1,683
tmyg,38.0609,-121.209,16/05/2017,train,5,3,4,3282317
tmyz,38.2104,-121.262,20/01/2015,train,1,3,4,6405300.5
tmzr,35.976,-78.72184031,14/01/2014,train,1,4,1,5083
tnac,35.87461739,-78.87470585,13/08/2020,train,8,4,1,484
tndn,38.8121,-121.774,21/05/2020,train,5,3,4,5510000
tnfn,35.70235581,-79.17034375,09/07/2018,train,7,4,1,726
tngp,37.515,-121.012,13/01/2015,train,1,3,4,1269800
tnjl,35.90859338,-79.14663253,28/04/2021,train,4,4,1,4720
tnjq,37.4806,-121.031,15/06/2021,train,6,3,4,2637530
tnjr,35.65548735,-79.25739684,14/04/2014,train,4,4,1,10747
tnkv,36.06,-78.76,22/07/2021,train,7,4,3,123443
tnla,35.88287846,-78.94082331,13/12/2016,train,12,4,2,24205
tnlg,35.976,-78.76459295,13/09/2016,train,9,4,1,8299
tnnu,35.573,-78.93784057,30/09/2013,train,9,4,1,2234
tnrx,37.2583,-120.475,04/12/2019,train,12,3,4,6151293.5
tnvh,35.91188539,-79.17298009,04/09/2013,train,9,4,2,30014
tnwc,35.63126798,-79.30238168,22/06/2015,train,6,4,1,1941
tnxg,35.66626629,-79.23737611,21/06/2017,train,6,4,3,156846
tnxr,35.88840655,-78.98506732,22/08/2019,train,8,4,1,10456
tnxw,36.635965,-105.449618,19/07/2017,train,7,3,1,158.6809602
tnye,36.13,-79.11186345,18/08/2020,train,8,4,3,182116
tnzp,35.53,-79.08200538,27/06/2017,train,6,4,1,387
toaf,37.61429993,-97.62981051,23/07/2018,train,7,1,4,2129400
tobi,36.03,-78.70593235,14/12/2021,train,12,4,1,4357
todv,35.72646871,-79.12555664,20/05/2019,train,5,4,3,145228
tohb,36.1,-78.89334799,07/06/2018,train,6,4,1,1878
toim,36.14,-79.06974578,10/08/2021,train,8,4,1,10166
toiy,35.70049278,-79.17380412,30/07/2013,train,7,4,1,2033
tojg,35.64364381,-79.27939492,09/01/2020,train,1,4,1,94
tokc,35.6331044,-79.29897074,07/12/2015,train,12,4,4,1991029
tolm,35.8909532,-79.00544939,24/09/2020,train,9,4,3,307520
toms,35.713,-79.03919563,12/11/2015,train,11,4,1,6703
tomw,35.742,-79.23487199,10/08/2016,train,8,4,1,4841
tono,40.4189,-122.214,22/07/2015,train,7,3,4,6267500
tonu,35.68319323,-79.20593615,12/11/2015,train,11,4,1,1162
toof,35.91405935,-79.19037942,05/08/2014,train,8,4,3,294086
toqi,39.0258,-121.727,17/06/2020,train,6,3,4,4011773
toqn,35.27816,-79.04418845,18/08/2015,train,8,4,1,1431
toqu,35.66919391,-79.23193838,07/12/2015,train,12,4,1,8875
tosu,35.61,-78.99948391,15/06/2021,train,6,4,2,31280
tosy,35.98,-78.8065999,29/05/2019,train,5,4,2,39806
totx,35.63704337,-79.29165452,12/10/2015,train,10,4,1,11792
toyo,36.039,-79.08798688,25/09/2013,train,9,4,1,7871
tozt,39.3992,-99.42481,05/09/2017,train,9,1,2,52605
tpaj,39.21067,-96.97298,10/10/2016,train,10,1,4,1666980
tpat,37.6003,-121.224,08/09/2020,train,9,3,4,5515000
tpbj,35.67,-79.05016996,20/08/2020,train,8,4,3,134215
tpbn,35.794,-79.01981755,10/08/2016,train,8,4,3,113762
tpcm,35.98,-78.83518452,26/05/2021,train,5,4,2,35756
tpcq,35.51,-79.0926831,24/06/2017,train,6,4,1,9682
tpdh,39.21155,-97.00559,19/06/2017,train,6,1,2,38430
tpdi,35.978104,-105.91934,16/10/2017,train,10,3,3,193064.6584
tped,35.68401829,-79.2044037,06/08/2015,train,8,4,2,65353
tpek,35.46,-78.86923749,20/05/2019,train,5,4,1,548
tper,35.79,-79.02332735,16/08/2017,train,8,4,2,59301
tpfn,40.22938,-77.27892,30/08/2021,train,8,2,3,231800
tpft,35.67781707,-79.2159218,06/12/2018,train,12,4,2,43024
tpgd,37.8189,-121.358,22/01/2020,train,1,3,4,5669331.5
tpgf,37.7025,-121.177,08/04/2015,train,4,3,4,2189539.75
tpgr,39.902,-75.17832,17/08/2017,train,8,2,1,1600
tpgt,38.72020003,-75.08008333,14/08/2018,train,8,4,3,123200.0046
tpia,35.87657396,-78.89036525,09/09/2021,train,9,4,1,14523
tpiz,35.6838586,-79.20470031,24/08/2015,train,8,4,2,38727
tpji,43.503333,-79.353333,15/08/2017,train,8,2,1,10611.37159
tplp,35.69336004,-79.18705241,18/04/2017,train,4,4,1,14132
tpmz,35.91281709,-79.18043694,19/03/2014,train,3,4,1,6777
tpnj,35.62653057,-79.31118091,07/12/2015,train,12,4,1,337
tppm,41.37746,-75.30423,24/08/2020,train,8,2,2,46467
tprg,35.91480471,-79.1963449,25/11/2014,train,11,4,1,11618
tprw,36.3215,-121.295,05/12/2018,train,12,3,4,1138590.25
tptd,35.79,-79.02327792,16/08/2017,train,8,4,3,181293
tpuc,35.98,-78.79466893,16/08/2018,train,8,4,1,1291
tpvh,35.64377689,-79.27914775,05/12/2019,train,12,4,1,2630
tpwc,35.98,-78.80038586,17/12/2018,train,12,4,1,2796
tpxh,35.69043243,-79.19249013,16/05/2019,train,5,4,1,1815
tpxq,35.64222,-78.89036525,20/07/2016,train,7,4,1,8133
tpzj,35.63675061,-79.2921983,07/12/2015,train,12,4,1,376
tpzl,35.98,-78.80833984,13/06/2019,train,6,4,1,15249
tqah,38.1602,-121.206,19/01/2021,train,1,3,3,781325
tqaw,41.992305,-78.929219,08/10/2019,train,10,2,1,4154.620181
tqbn,35.70400592,-79.16727885,13/08/2014,train,8,4,1,6777
tqbr,38.0739,-121.212,20/01/2015,train,1,3,4,6444378.5
tqen,35.98,-78.77428686,24/05/2017,train,5,4,2,31466
tqeo,37.4419,-121.003,09/04/2018,train,4,3,4,7398533
tqes,37.3166,-122.102,11/02/2019,train,2,3,4,5809361
tqfe,41.2266,-123.7719,25/07/2018,train,7,3,1,2013
tqfm,35.86359227,-78.78646639,25/11/2014,train,11,4,1,5174
tqfz,35.70371316,-79.16782262,15/07/2014,train,7,4,1,1452
tqgf,38.814,-86.08063972,06/08/2018,train,8,1,2,39603
tqhj,35.66003846,-79.24894364,24/09/2020,train,9,4,1,2504
tqib,35.88,-79.12343099,12/08/2014,train,8,4,2,34855
tqnk,37.6106,-121.229,11/07/2017,train,7,3,4,5050000
tqpq,37.6399,-121.78,11/04/2017,train,4,3,4,5965000
tqrt,35.742,-79.22741513,09/05/2016,train,5,4,2,66643
tqye,35.69141717,-79.19066108,09/08/2018,train,8,4,2,59543
tqyl,35.65436,-79.00743789,22/06/2016,train,6,4,2,43568
tqyq,35.742,-79.20330463,20/05/2015,train,5,4,1,2641
tqza,42.105059,-78.751274,09/09/2015,train,9,2,1,26.09953704
tqzn,35.66796963,-79.23421234,19/07/2016,train,7,4,1,218
trba,35.89579803,-79.04422504,23/07/2015,train,7,4,2,35339
trfl,35.6312946,-79.30233224,22/06/2015,train,6,4,1,14087
trgx,36.115,-78.90801314,19/06/2013,train,6,4,2,65353
trhm,40.97766,-90.09147,08/08/2017,train,8,1,3,434352
trhx,35.68481673,-79.20292069,20/05/2015,train,5,4,1,917
trkd,35.70440514,-79.16653734,13/08/2014,train,8,4,1,1162
trlu,35.91092263,-79.16527467,04/06/2013,train,6,4,2,38765
trlx,35.7144921,-79.14780189,15/09/2016,train,9,4,2,70072
trmi,35.61,-78.95449421,28/08/2018,train,8,4,1,11628
troh,35.976,-78.76434439,13/09/2016,train,9,4,2,26763
troi,35.69285436,-79.18799165,20/07/2017,train,7,4,1,14684
trok,35.61,-78.95374852,16/07/2018,train,7,4,3,158281
trpj,42.038186,-78.908886,11/07/2015,train,7,2,3,135801.1111
trpy,35.794,-79.01818623,09/05/2016,train,5,4,2,67967
trqa,35.71686081,-79.14340228,30/07/2018,train,7,4,1,2935
trqu,35.63371654,-79.29783376,24/08/2015,train,8,4,1,6261
trrf,35.67728477,-79.21691048,10/04/2019,train,4,4,1,15249
trsj,35.66983266,-79.23075197,24/08/2015,train,8,4,3,139338
trsw,37.3906,-120.958,10/09/2013,train,9,3,4,1855970
trur,40.40632,-76.07347,30/07/2020,train,7,2,3,162867
trut,38.76866665,-75.31788333,26/06/2019,train,6,4,1,625
trvj,36.13,-79.11151742,23/07/2020,train,7,4,3,262378
trvy,38.37611,-97.07583,07/07/2014,train,7,1,4,1055250
trxa,38.2397,-121.54,28/04/2021,train,4,3,4,4752500
tryt,35.67574112,-79.21977764,09/01/2020,train,1,4,1,1984
tryv,36.11,-78.90378759,05/07/2018,train,7,4,1,4758
tsai,37.9674,-121.464,18/08/2015,train,8,3,4,1360982
tsbo,35.8,-79.04018431,18/10/2017,train,10,4,1,7261
tscq,37.8717,-121.526,20/09/2016,train,9,3,4,3894539
tsfb,35.85828159,-78.74396231,04/06/2018,train,6,4,1,63
tsgc,39.3992,-99.42481,21/10/2019,train,10,1,2,75698
tshs,37.9631,-101.75919,02/10/2017,train,10,1,2,38745
tskb,35.98,-78.81405676,20/11/2019,train,11,4,1,14938
tskq,42.027378,-78.967089,04/11/2019,train,11,2,1,10748.83333
tsks,36.7489,-120.513,08/01/2016,train,1,3,4,5545000
tsoq,35.7097813,-79.15655169,10/08/2016,train,8,4,1,8983
tsrp,35.69532953,-79.1833943,09/05/2016,train,5,4,1,18672
tssy,38.0455,-121.469,10/04/2018,train,4,3,4,3246495.5
tsuk,35.86452397,-78.79392325,22/06/2015,train,6,4,1,1291
tsuv,35.837,-79.001,27/01/2015,train,1,4,2,70436
tsuz,35.6990822,-79.17642412,19/05/2014,train,5,4,1,2178
tsxl,35.70858364,-79.15877622,13/07/2021,train,7,4,1,2033
tsxs,44.761667,-82.783333,21/04/2015,train,4,1,1,717.5769243
tsyi,36.03,-78.67933623,18/03/2020,train,3,4,2,21784
tsyo,37.8717,-121.526,21/07/2021,train,7,3,4,4695638
tsyw,35.88222627,-78.93560351,10/08/2016,train,8,4,1,9295
tszb,39.16522,-96.91105,14/09/2015,train,9,1,3,104895
tszk,37.4583,-120.967,14/08/2018,train,8,3,4,1204670
ttaq,36.04,-79.0894699,14/06/2018,train,6,4,1,8244
ttat,35.72559043,-79.12718796,06/07/2017,train,7,4,1,9036
ttcb,37.1145,-120.89,10/03/2015,train,3,3,4,7232500
ttfm,35.90530137,-79.12028497,04/09/2019,train,9,4,2,20332
ttgc,37.8189,-121.358,17/03/2020,train,3,3,4,3015284
ttgf,35.976,-78.7121464,24/04/2013,train,4,4,1,1529
ttgl,36.16,-79.10553592,19/08/2020,train,8,4,1,18153
ttjp,35.90135718,-79.08871762,20/09/2017,train,9,4,2,77455
ttld,38.307,-121.794,19/11/2013,train,11,3,4,6205000
ttnt,41.98076,-110.65725,12/09/2019,train,9,3,5,30692827.33
ttpk,37.4125,-120.759,10/06/2014,train,6,3,3,296106.5
ttpl,35.63289148,-79.29936621,03/03/2016,train,3,4,4,2967760
ttpv,35.60595,-78.98705581,11/05/2016,train,5,4,1,15061
ttrh,38.9353,-121.408,17/07/2018,train,7,3,4,7447500
ttrx,35.61,-78.9480316,01/09/2019,train,9,4,3,222394
ttsk,35.79,-79.02649112,11/07/2018,train,7,4,1,11981
ttsp,35.68705236,-79.19876824,12/07/2021,train,7,4,2,56477
tttw,35.98,-78.7896977,23/05/2018,train,5,4,1,1452
ttuc,39.80482,-99.93915,25/06/2018,train,6,1,2,34335
ttuf,42.021242,-78.95833,24/09/2013,train,9,2,1,9027.369281
ttvw,35.62602489,-79.31212016,24/05/2016,train,5,4,2,38640
ttwb,35.63914593,-79.28774925,25/11/2014,train,11,4,1,17427
ttyj,36.17,-79.05199901,17/05/2018,train,5,4,1,4844
ttzg,37.9674,-121.464,20/10/2015,train,10,3,4,1019049.5
ttzu,35.794,-79.0188783,07/06/2016,train,6,4,2,56639
tuaf,39.1853,-121.704,17/06/2014,train,6,3,4,6455000
tucx,35.88039393,-78.92093836,24/09/2015,train,9,4,1,9682
tufb,37.8717,-121.526,07/03/2016,train,3,3,3,520805
tufj,38.0601,-121.499,17/06/2014,train,6,3,4,1553115.5
tugx,35.88508349,-78.9584712,06/12/2017,train,12,4,2,40664
tuhn,35.45,-79.05659636,19/06/2019,train,6,4,1,939
tuln,39.1766,-122.189,15/05/2018,train,5,3,4,5880000
tumj,37.1145,-120.89,05/12/2019,train,12,3,4,7300000
tuoj,35.67789691,-79.2157735,07/11/2018,train,11,4,2,39502
tuol,38.04947082,-99.82700111,06/08/2018,train,8,1,4,1128330
tuqk,35.66456295,-79.24053988,13/06/2018,train,6,4,1,6887
tuqr,36.17,-79.05629976,28/09/2020,train,9,4,1,7261
tuvy,38.2399,-121.565,19/02/2019,train,2,3,4,7125000
tuyj,35.69996048,-79.1747928,18/09/2013,train,9,4,1,654
tvae,35.72545735,-79.12743513,06/07/2017,train,7,4,1,11789
tvav,38.307,-121.794,15/06/2021,train,6,3,4,8372500
tvbn,35.742,-79.21871547,12/10/2015,train,10,4,3,654977
tvbo,35.89117059,-79.00718932,22/10/2020,train,10,4,3,307520
tvcb,38.9353,-121.408,16/06/2015,train,6,3,4,5262500
tvgc,36.1606,-79.09817027,27/07/2015,train,7,4,1,2004
tvgl,35.64590606,-79.27519304,15/01/2019,train,1,4,1,2991
tvhh,37.6399,-121.78,12/08/2014,train,8,3,4,5735000
tvhx,35.68721205,-79.19847164,17/06/2021,train,6,4,1,1065
tvju,42.0253,-73.3829,19/09/2018,train,9,2,1,13899.6
tvki,38.2399,-121.565,19/11/2013,train,11,3,4,5365000
tvku,38.0601,-121.499,09/04/2019,train,4,3,4,1351212.5
tvmx,37.7705,-121.292,18/08/2021,train,8,3,4,2282571.5
tvos,35.90763062,-79.13892711,24/09/2020,train,9,4,1,2905
tvqi,39.27761,-86.21214,12/08/2017,train,8,1,2,26427
tvqo,37.6106,-121.229,12/07/2016,train,7,3,4,5850000
tvry,35.87735038,-78.8965793,13/08/2020,train,8,4,1,2905
tvrz,36.16,-79.10024649,24/08/2020,train,8,4,1,934
tvtn,39.80534,-76.88722,03/08/2021,train,8,2,1,933
tvuw,35.478,-79.05758504,24/08/2016,train,8,4,3,620123
tvuy,39.80482,-99.93915,05/07/2017,train,7,1,2,35595
tvvl,35.90554983,-79.12227347,17/10/2019,train,10,4,2,53734
tvxv,35.68225,-79.07802,11/02/2015,train,2,4,1,981
twdj,35.76,-79.08141218,11/08/2020,train,8,4,1,10581
twdt,37.1145,-120.89,14/03/2017,train,3,3,4,5532500
twet,30.03834,-98.24509,23/08/2017,train,8,4,1,18631.8
tweu,35.63203981,-79.3009481,08/10/2014,train,10,4,4,3595122
twew,35.62985741,-79.30500167,24/05/2016,train,5,4,2,69096
twgw,42.021242,-78.95833,21/08/2013,train,8,2,1,16602.02899
twhh,41.33056393,-85.38360833,24/05/2021,train,5,1,1,552
twik,36.028,-78.716,13/08/2013,train,8,4,3,236238
twin,35.71893675,-79.13954643,16/07/2018,train,7,4,2,69806
twjj,37.5582,-121.164,14/07/2015,train,7,3,4,5940000
twjp,35.69900236,-79.17657242,10/06/2014,train,6,4,1,2541
twkl,36.984726,-104.374726,28/10/2015,train,10,3,1,12534.29064
twkm,38.2104,-121.262,17/05/2016,train,5,3,3,905072
twmv,46.47467226,-68.27593111,24/07/2017,train,7,2,3,196772.6
twnk,37.16634,-100.43143,12/09/2016,train,9,1,3,109305
twnm,37.9674,-121.464,28/01/2021,train,1,3,3,820403
twov,37.72797,-97.82922,20/07/2020,train,7,1,1,2210
twro,35.57,-78.94107187,11/06/2018,train,6,4,2,39445
twtb,38.43742,-97.16167,19/07/2021,train,7,1,2,69006
twtq,39.1853,-121.704,18/07/2018,train,7,3,4,9080000
